product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,device_type,location
Food Delivery,Vegetable Biryani,Zomato,1709.78,3.6,61.78,623,Bank Transfer,Successful,iOS,Urban
Movie Ticket,Baahubali 2,INOX,2348.45,21.87,18.67,241,Debit Card,Successful,Android,Suburban
Insurance Premium,Health Insurance,LIC,4571.47,0.57,37.92,3,Debit Card,Successful,iOS,Urban
Internet Bill,Student Special Plan,Hathway,853.06,14.43,92.6,218,Credit Card,Failed,Web,Rural
Online Shopping,Smart LED TV,Flipkart,420.58,38.34,59.32,737,Credit Card,Successful,Android,Urban
Flight Booking,Ahmedabad to Jaipur,EaseMyTrip,9922.47,47.43,19.94,266,UPI,Successful,Web,Suburban
Flight Booking,Delhi to Mumbai,Yatra,9345.97,4.7,55.1,748,Wallet Balance,Successful,Android,Urban
Hotel Booking,Dormitory Bed,OYO Rooms,2513.61,31.35,15.97,993,UPI,Successful,Android,Urban
Bus Ticket,Semi-Sleeper,Paytm Bus,3679.27,25.31,65.62,477,Bank Transfer,Successful,iOS,Urban
Water Bill,Commercial Property,Hyderabad Water Board,6824.58,42.03,86.06,547,Debit Card,Successful,Android,Urban
Education Fee,MBA Entrance Prep,Udemy,9637.2,12.65,18.21,572,Wallet Balance,Successful,iOS,Urban
Bus Ticket,Sleeper Class,Goibibo,6163.63,43.1,59.58,4,Wallet Balance,Successful,iOS,Urban
Bus Ticket,Sleeper Class,Goibibo,1343.95,49.32,89.48,418,Credit Card,Successful,Android,Urban
Bus Ticket,Sleeper Class,MakeMyTrip Bus,1406.37,7.9,13.2,922,Credit Card,Successful,Android,Urban
Food Delivery,Pizza Margherita,Foodpanda,4867.85,28.89,18.7,707,Bank Transfer,Successful,Android,Urban
Flight Booking,Chennai to Hyderabad,MakeMyTrip,256.9,9.75,90.1,869,Debit Card,Successful,Web,Urban
Flight Booking,Chennai to Hyderabad,Yatra,2024.18,11.76,31.03,357,Credit Card,Successful,Web,Urban
Taxi Fare,Rental Package,Meru,3442.47,36.36,5.3,912,UPI,Successful,Android,Rural
Gift Card,Rs. 5000 Luxury Card,Amazon Pay,1842.26,35.92,73.27,558,Wallet Balance,Successful,iOS,Urban
Mobile Recharge,Postpaid Plan 599,BSNL,3638.28,39.78,55.78,258,Debit Card,Successful,Web,Urban
Insurance Premium,Health Insurance,Max Life,9392.97,42.67,81.59,968,Credit Card,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,9860.86,16.22,34.89,775,Wallet Balance,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,Amazon Pantry,3102.92,6.44,35.66,569,Bank Transfer,Successful,Android,Rural
Streaming Service,Student Offer,ZEE5,8895.22,34.5,91.37,926,Credit Card,Successful,Android,Urban
Mobile Recharge,Postpaid Plan 599,Airtel,5574.5,13.6,85.58,317,Bank Transfer,Successful,Android,Rural
Streaming Service,Standard Plan,SonyLIV,898.46,2.3,93.67,785,UPI,Successful,Android,Urban
Internet Bill,Fiber 100Mbps Plan,BSNL Broadband,8120.55,30.41,72.59,60,Debit Card,Successful,iOS,Urban
Insurance Premium,Motor Insurance,ICICI Prudential,5577.2,44.48,75.18,358,Bank Transfer,Successful,Web,Suburban
Loan Repayment,Business Loan Repayment,Axis Bank,3572.19,36.05,86.16,644,Bank Transfer,Successful,iOS,Urban
Rent Payment,2BHK Flat Deposit,Airbnb,9374.25,5.76,63.34,705,UPI,Successful,Android,Urban
Hotel Booking,Villa,Airbnb,8175.45,26.83,26.97,470,Wallet Balance,Successful,iOS,Suburban
Food Delivery,Butter Chicken,Swiggy,1198.57,49.68,93.0,85,Credit Card,Successful,iOS,Urban
Water Bill,Commercial Property,Hyderabad Water Board,6744.94,35.13,75.84,749,Debit Card,Successful,iOS,Urban
Internet Bill,Broadband 50Mbps Plan,ACT Fibernet,1553.85,37.18,85.33,344,Bank Transfer,Successful,Web,Urban
Education Fee,Python Programming Course,Vedantu,5400.65,5.48,26.2,114,Credit Card,Successful,Android,Suburban
Gaming Credits,1000 Game Coins,Call of Duty Mobile,9029.37,36.09,67.81,165,Bank Transfer,Pending,iOS,Urban
Water Bill,Commercial Property,Hyderabad Water Board,3152.06,9.89,99.82,621,Wallet Balance,Successful,Android,Urban
Gas Bill,Auto LPG,Adani Gas,8762.96,25.49,18.87,687,Debit Card,Successful,Android,Suburban
Education Fee,Data Science Bootcamp,Coursera,5540.38,1.67,20.65,947,Bank Transfer,Successful,Android,Urban
Rent Payment,Co-working Space,Airbnb,9093.51,32.47,32.03,75,Bank Transfer,Successful,Android,Urban
Gas Bill,Piped Natural Gas,Adani Gas,4142.15,30.31,70.07,687,UPI,Successful,Android,Rural
Movie Ticket,Avengers: Endgame,Carnival Cinemas,5648.03,2.53,90.21,343,Bank Transfer,Successful,Android,Urban
Bus Ticket,Semi-Sleeper,Paytm Bus,5584.34,9.42,77.13,321,Credit Card,Successful,Android,Urban
Bus Ticket,AC Seater,RedBus,6996.98,13.46,61.64,258,UPI,Successful,Android,Urban
Gas Bill,Auto LPG,Indraprastha Gas,6089.3,31.29,2.57,388,Debit Card,Successful,Android,Urban
Food Delivery,Chilli Paneer,Uber Eats,4992.53,22.73,52.82,278,Wallet Balance,Successful,Android,Urban
Flight Booking,Pune to Goa,Cleartrip,4534.19,9.47,45.48,516,Bank Transfer,Successful,iOS,Urban
Education Fee,IELTS Training,Vedantu,1316.68,36.04,81.71,536,UPI,Successful,Android,Urban
Mobile Recharge,Family Plan 999,Idea,4807.1,12.86,59.53,398,Wallet Balance,Failed,Android,Urban
Flight Booking,Chennai to Hyderabad,Cleartrip,6508.33,21.41,88.08,278,Debit Card,Successful,Android,Urban
Mobile Recharge,Data Pack 50GB,Airtel,5449.7,39.84,24.16,291,Bank Transfer,Successful,Android,Suburban
Streaming Service,Family Subscription,Amazon Prime,9739.5,46.74,87.13,546,Bank Transfer,Successful,iOS,Urban
Insurance Premium,Travel Insurance,Max Life,3132.57,48.01,97.18,938,Debit Card,Successful,Android,Suburban
Rent Payment,Co-working Space,NoBroker,2466.42,33.5,97.01,102,Debit Card,Successful,Android,Urban
Flight Booking,Delhi to Mumbai,MakeMyTrip,2232.24,14.0,23.23,712,Wallet Balance,Successful,iOS,Urban
Electricity Bill,Commercial Bill,BSES,1741.88,49.61,91.52,521,UPI,Successful,Android,Urban
Movie Ticket,3 Idiots,PVR Cinemas,6953.77,3.42,76.83,356,Bank Transfer,Successful,iOS,Suburban
Streaming Service,Family Subscription,ZEE5,4740.23,22.31,13.45,110,UPI,Pending,iOS,Rural
Mobile Recharge,Prepaid Plan 399,Idea,3673.5,46.29,71.3,675,Credit Card,Successful,iOS,Urban
Rent Payment,Commercial Space Rent,OYO Life,2843.19,15.61,88.6,78,Credit Card,Successful,Android,Suburban
Grocery Shopping,Refined Sunflower Oil,Amazon Pantry,5930.23,4.09,74.61,951,UPI,Successful,Web,Urban
Electricity Bill,Industrial Bill,CESC,6599.62,15.63,6.65,888,Bank Transfer,Successful,Android,Urban
Gas Bill,Commercial Gas Connection,Mahanagar Gas,6324.41,38.03,76.5,64,Bank Transfer,Successful,Android,Urban
Online Shopping,Smart LED TV,Flipkart,6810.18,0.27,57.6,908,Debit Card,Successful,iOS,Suburban
Internet Bill,Student Special Plan,Jio Fiber,8123.2,39.15,43.66,431,Bank Transfer,Successful,Android,Urban
Education Fee,Digital Marketing Certification,Udemy,2151.26,15.75,61.36,348,Bank Transfer,Successful,iOS,Urban
Movie Ticket,Avengers: Endgame,Carnival Cinemas,2662.31,13.65,5.44,737,Wallet Balance,Successful,Web,Urban
Gift Card,Rs. 250 Coffee Shop Card,Shoppers Stop,2962.48,12.95,82.31,974,UPI,Successful,iOS,Suburban
Streaming Service,Premium Plan,ZEE5,1884.1,47.59,1.17,496,Credit Card,Successful,Android,Rural
Electricity Bill,Industrial Bill,Reliance Energy,5794.1,4.41,91.46,513,Bank Transfer,Successful,iOS,Urban
Electricity Bill,Temporary Connection Bill,Tata Power,9596.95,43.06,6.04,677,Wallet Balance,Successful,Web,Suburban
Gas Bill,Piped Natural Gas,Adani Gas,7615.05,35.0,3.93,862,Bank Transfer,Successful,Android,Urban
Flight Booking,Chennai to Hyderabad,EaseMyTrip,6584.41,0.38,46.92,673,Debit Card,Successful,iOS,Suburban
Education Fee,Python Programming Course,Udemy,5883.99,47.79,66.27,510,Debit Card,Successful,Web,Rural
Taxi Fare,City Ride,Jugnoo,3997.82,43.71,10.63,703,Credit Card,Successful,Android,Urban
Hotel Booking,Deluxe Room,Fab Hotels,402.59,23.2,32.64,825,Credit Card,Successful,Android,Suburban
Food Delivery,Pizza Margherita,Zomato,7260.05,17.44,74.4,531,Credit Card,Successful,Android,Urban
Mobile Recharge,Family Plan 999,Airtel,5618.6,21.2,15.98,873,UPI,Successful,iOS,Urban
Grocery Shopping,Mixed Fruit Jam,Grofers,5287.95,1.03,89.05,783,Wallet Balance,Successful,iOS,Urban
Taxi Fare,Share Ride,Jugnoo,2541.05,19.02,24.67,649,Credit Card,Successful,Android,Urban
Gaming Credits,500 Gems Pack,Roblox,8669.17,30.5,28.63,16,UPI,Successful,Android,Urban
Mobile Recharge,Data Pack 50GB,Idea,9815.73,21.61,94.68,369,Bank Transfer,Successful,Android,Suburban
Electricity Bill,Temporary Connection Bill,Tata Power,4666.76,34.41,9.4,683,Bank Transfer,Successful,Web,Urban
Gaming Credits,Battle Pass,PUBG Mobile,382.43,40.67,9.52,506,Credit Card,Failed,Android,Suburban
Internet Bill,4G Unlimited Plan,ACT Fibernet,7103.26,12.43,19.72,731,Wallet Balance,Successful,Android,Urban
Flight Booking,Ahmedabad to Jaipur,Yatra,4445.95,46.98,20.53,656,Debit Card,Successful,Android,Urban
Loan Repayment,Education Loan EMI,Axis Bank,2780.17,25.09,59.17,556,Debit Card,Successful,Android,Urban
Mobile Recharge,Family Plan 999,Idea,673.1,48.59,71.8,829,Debit Card,Successful,Android,Urban
Hotel Booking,Villa,Treebo,9405.49,14.18,3.19,117,Credit Card,Successful,iOS,Suburban
Education Fee,MBA Entrance Prep,Unacademy,9017.49,38.28,0.89,286,Credit Card,Failed,Android,Urban
Gaming Credits,Premium Skin,Free Fire,3803.65,46.85,76.1,598,Debit Card,Successful,iOS,Urban
Mobile Recharge,Annual Plan 2999,Idea,1930.7,18.64,15.7,496,UPI,Successful,Android,Urban
Bus Ticket,Semi-Sleeper,Goibibo,6166.77,23.52,21.75,440,UPI,Successful,iOS,Suburban
Education Fee,Digital Marketing Certification,Unacademy,3598.0,10.0,92.3,506,Debit Card,Successful,Android,Rural
Taxi Fare,Share Ride,Meru,2070.92,32.59,52.39,100,Bank Transfer,Successful,iOS,Urban
Water Bill,Industrial Use,Chennai Metro Water,6537.79,8.89,43.38,256,Bank Transfer,Successful,iOS,Urban
Internet Bill,Fiber 100Mbps Plan,Jio Fiber,3623.03,15.81,32.02,849,Bank Transfer,Successful,Android,Suburban
Hotel Booking,Dormitory Bed,Fab Hotels,1291.27,8.92,98.69,580,Debit Card,Successful,Android,Urban
Education Fee,MBA Entrance Prep,BYJU'S,9073.58,36.57,10.34,132,UPI,Successful,Android,Urban
Mobile Recharge,Prepaid Plan 399,BSNL,3650.72,40.05,16.2,784,Debit Card,Successful,Web,Urban
Education Fee,Data Science Bootcamp,Unacademy,960.14,14.6,58.43,770,UPI,Successful,iOS,Rural
Movie Ticket,PK,Carnival Cinemas,3054.31,6.49,98.67,520,Credit Card,Successful,Android,Urban
Internet Bill,4G Unlimited Plan,BSNL Broadband,1957.32,14.01,63.27,873,Bank Transfer,Successful,Android,Suburban
Flight Booking,Pune to Goa,Ixigo,4053.87,10.78,60.39,917,Wallet Balance,Successful,Android,Urban
Gift Card,Rs. 2000 Gift Voucher,Lifestyle,9882.48,42.47,1.11,889,Wallet Balance,Successful,iOS,Suburban
Food Delivery,Butter Chicken,Domino's,4220.89,20.49,40.46,489,Credit Card,Successful,Android,Urban
Electricity Bill,Temporary Connection Bill,CESC,3831.32,4.01,10.16,245,UPI,Successful,iOS,Urban
Grocery Shopping,Basmati Rice,Amazon Pantry,4874.87,29.08,54.77,973,Debit Card,Successful,iOS,Urban
Gift Card,Rs. 5000 Luxury Card,Lifestyle,2199.81,49.45,77.77,812,Bank Transfer,Successful,iOS,Urban
Electricity Bill,Agricultural Bill,Reliance Energy,3686.71,48.43,46.39,949,UPI,Successful,Android,Suburban
Streaming Service,Student Offer,Netflix,1476.73,40.46,22.58,410,Wallet Balance,Successful,iOS,Urban
Mobile Recharge,Postpaid Plan 599,Jio,5060.36,21.78,56.54,511,Debit Card,Successful,Android,Suburban
Grocery Shopping,Basmati Rice,Nature's Basket,3327.75,36.47,87.0,979,Bank Transfer,Successful,iOS,Suburban
Online Shopping,Wireless Earbuds,Snapdeal,3768.06,3.45,77.0,265,UPI,Successful,iOS,Urban
Food Delivery,Pizza Margherita,Uber Eats,9952.88,3.78,78.24,429,Bank Transfer,Pending,Android,Suburban
Food Delivery,Butter Chicken,Foodpanda,6034.05,42.74,98.67,57,UPI,Successful,Android,Rural
Gas Bill,Auto LPG,Adani Gas,5040.32,17.85,7.68,878,UPI,Successful,iOS,Suburban
Mobile Recharge,Data Pack 50GB,BSNL,8484.46,16.74,54.17,934,Credit Card,Successful,Android,Urban
Hotel Booking,Deluxe Room,Fab Hotels,7092.48,25.84,70.02,59,Debit Card,Successful,iOS,Urban
Insurance Premium,Home Insurance,ICICI Prudential,4387.71,7.75,91.11,203,Credit Card,Successful,Android,Urban
Gas Bill,Industrial Gas Supply,Adani Gas,5775.53,33.11,22.9,698,Wallet Balance,Successful,iOS,Urban
Gaming Credits,Premium Skin,PUBG Mobile,158.17,28.51,73.99,414,Bank Transfer,Successful,Android,Suburban
Water Bill,Commercial Property,Mumbai Water,1137.97,41.27,28.99,570,UPI,Successful,Android,Urban
Hotel Booking,Deluxe Room,Airbnb,603.83,25.96,68.07,900,UPI,Successful,Android,Urban
Online Shopping,Wireless Earbuds,Snapdeal,320.89,29.23,18.63,743,Debit Card,Successful,Android,Suburban
Streaming Service,Student Offer,SonyLIV,8363.57,28.35,31.49,547,Credit Card,Failed,Android,Urban
Education Fee,IELTS Training,Vedantu,3905.05,16.9,6.77,488,Wallet Balance,Successful,Android,Urban
Education Fee,Data Science Bootcamp,Coursera,5060.74,0.04,62.14,39,UPI,Successful,Android,Urban
Electricity Bill,Agricultural Bill,BSES,4555.47,24.67,9.6,229,Credit Card,Successful,Android,Urban
Loan Repayment,Education Loan EMI,SBI,3286.54,28.96,36.47,133,UPI,Successful,iOS,Suburban
Food Delivery,Butter Chicken,Zomato,252.02,22.03,65.55,922,Credit Card,Successful,iOS,Urban
Streaming Service,Student Offer,Amazon Prime,4995.58,1.13,36.17,441,Bank Transfer,Successful,iOS,Suburban
Water Bill,Borewell Charges,Delhi Jal Board,3744.66,10.81,87.96,332,Debit Card,Successful,Android,Urban
Online Shopping,Laptop Backpack,Nykaa,907.07,3.93,22.47,631,Debit Card,Successful,iOS,Urban
Bus Ticket,Sleeper Class,Goibibo,2387.88,13.47,5.87,108,Debit Card,Successful,Android,Urban
Food Delivery,Masala Dosa,Zomato,8855.04,42.1,57.11,929,UPI,Successful,Android,Suburban
Internet Bill,Fiber 100Mbps Plan,Hathway,1317.0,49.72,17.21,190,Wallet Balance,Successful,iOS,Urban
Gaming Credits,Premium Skin,Free Fire,9712.01,18.47,37.01,73,Debit Card,Successful,Android,Suburban
Electricity Bill,Residential Bill,BSES,694.38,44.55,21.57,259,Credit Card,Successful,Web,Urban
Streaming Service,Basic Plan,Netflix,5291.45,37.48,43.69,535,Credit Card,Successful,iOS,Urban
Water Bill,Industrial Use,Delhi Jal Board,1709.11,42.14,67.87,175,Debit Card,Successful,iOS,Urban
Rent Payment,Co-working Space,NoBroker,2435.87,17.9,17.81,123,Debit Card,Successful,Android,Urban
Electricity Bill,Commercial Bill,Reliance Energy,7602.76,48.72,67.36,958,Bank Transfer,Successful,Android,Urban
Loan Repayment,Education Loan EMI,HDFC Bank,7256.41,13.74,6.95,436,Credit Card,Successful,Android,Rural
Movie Ticket,Baahubali 2,PVR Cinemas,1348.84,21.32,25.94,848,Wallet Balance,Successful,iOS,Rural
Gaming Credits,Battle Pass,Minecraft,1139.75,31.27,70.33,678,Credit Card,Successful,iOS,Urban
Streaming Service,Standard Plan,ZEE5,7151.28,26.88,80.1,680,Bank Transfer,Successful,Web,Urban
Grocery Shopping,Basmati Rice,BigBasket,8968.63,44.78,61.24,799,Bank Transfer,Successful,Web,Suburban
Streaming Service,Family Subscription,ZEE5,6936.98,43.96,48.45,785,Debit Card,Successful,Web,Suburban
Hotel Booking,Deluxe Room,OYO Rooms,2536.14,27.03,83.96,253,Wallet Balance,Successful,iOS,Urban
Movie Ticket,Dangal,SPI Cinemas,3455.9,22.11,31.24,930,Debit Card,Successful,Android,Urban
Education Fee,MBA Entrance Prep,Udemy,4317.53,6.88,56.82,407,Debit Card,Successful,Android,Suburban
Insurance Premium,Term Life Policy,SBI Life,6608.95,7.59,69.22,592,UPI,Successful,Android,Urban
Loan Repayment,Personal Loan Payment,HDFC Bank,8155.39,41.67,67.66,554,Bank Transfer,Successful,Android,Urban
Bus Ticket,Volvo Multi-Axle,Paytm Bus,4473.69,19.71,21.55,479,Bank Transfer,Successful,Android,Suburban
Insurance Premium,Health Insurance,ICICI Prudential,3079.35,30.93,51.32,973,Credit Card,Successful,iOS,Urban
Electricity Bill,Industrial Bill,CESC,1363.75,6.64,67.09,615,Credit Card,Successful,Android,Suburban
Bus Ticket,Sleeper Class,Goibibo,10.09,16.92,56.78,307,Credit Card,Successful,Web,Suburban
Gas Bill,Piped Natural Gas,Bharat Gas,2787.76,6.74,73.28,947,Credit Card,Pending,iOS,Suburban
Movie Ticket,Dangal,PVR Cinemas,3576.38,22.49,77.11,160,Bank Transfer,Pending,Android,Urban
Gift Card,Rs. 5000 Luxury Card,Shoppers Stop,8295.75,45.41,59.4,866,Wallet Balance,Successful,iOS,Urban
Bus Ticket,Non-AC Seater,RedBus,9818.35,29.23,54.85,527,Debit Card,Successful,iOS,Suburban
Water Bill,Borewell Charges,Delhi Jal Board,4367.73,48.52,60.95,192,Credit Card,Successful,Android,Urban
Gaming Credits,1000 Game Coins,Roblox,5294.92,21.28,0.5,71,Debit Card,Successful,Android,Urban
Water Bill,Tanker Supply,Hyderabad Water Board,6807.41,14.48,40.12,579,Wallet Balance,Successful,Android,Urban
Taxi Fare,City Ride,Uber,6499.04,24.81,75.92,760,UPI,Successful,iOS,Urban
Flight Booking,Bangalore to Kolkata,Ixigo,3512.44,32.98,22.03,540,Wallet Balance,Failed,Android,Urban
Streaming Service,Basic Plan,ZEE5,8644.74,15.51,57.05,867,Credit Card,Successful,iOS,Urban
Taxi Fare,Share Ride,Uber,1714.62,6.77,23.97,191,Debit Card,Successful,iOS,Urban
Gas Bill,Industrial Gas Supply,Adani Gas,3771.43,27.89,6.25,483,Debit Card,Successful,Android,Urban
Gas Bill,Commercial Gas Connection,Gujarat Gas,2764.94,40.53,10.65,185,Debit Card,Successful,Android,Urban
Online Shopping,Smart LED TV,Snapdeal,2355.03,17.62,28.9,550,Wallet Balance,Successful,iOS,Urban
Hotel Booking,Service Apartment,Treebo,412.96,32.71,97.7,995,UPI,Successful,Web,Suburban
Gift Card,Rs. 500 E-Gift Card,Amazon Pay,4519.11,40.02,8.33,34,Debit Card,Successful,iOS,Urban
Loan Repayment,Car Loan Installment,ICICI Bank,2652.52,6.87,11.56,384,UPI,Successful,Android,Urban
Mobile Recharge,Postpaid Plan 599,Idea,3247.97,5.47,16.92,50,Credit Card,Successful,Android,Urban
Flight Booking,Bangalore to Kolkata,Cleartrip,9008.94,35.06,51.12,560,Wallet Balance,Successful,Web,Rural
Water Bill,Tanker Supply,Bangalore Water Supply,9156.22,19.2,23.84,765,UPI,Successful,Android,Urban
Water Bill,Borewell Charges,Hyderabad Water Board,2457.12,29.91,47.77,854,Debit Card,Successful,Android,Rural
Gas Bill,Industrial Gas Supply,Mahanagar Gas,1155.75,29.84,11.36,741,Bank Transfer,Successful,iOS,Urban
Hotel Booking,Deluxe Room,OYO Rooms,6518.27,21.81,50.78,555,Wallet Balance,Successful,Web,Urban
Online Shopping,Steel Toe Shoes,Nykaa,6194.97,5.22,7.82,587,Bank Transfer,Successful,Android,Rural
Grocery Shopping,Dairy Milk Chocolate,Flipkart Supermart,44.43,6.97,63.92,434,Wallet Balance,Successful,iOS,Suburban
Water Bill,Borewell Charges,Mumbai Water,2895.36,25.14,24.21,257,Credit Card,Successful,iOS,Urban
Rent Payment,2BHK Flat Deposit,Airbnb,1773.25,8.52,15.01,960,Debit Card,Successful,Android,Urban
Rent Payment,1BHK Apartment Rent,Housing.com,3135.95,15.72,56.28,986,Credit Card,Successful,Android,Urban
Grocery Shopping,Mixed Fruit Jam,Nature's Basket,7415.59,34.46,70.01,815,Debit Card,Successful,Web,Urban
Movie Ticket,3 Idiots,Cinepolis,6247.69,7.81,54.47,109,UPI,Successful,Android,Urban
Mobile Recharge,Postpaid Plan 599,BSNL,4732.76,41.26,27.85,254,UPI,Successful,Web,Suburban
Movie Ticket,Avengers: Endgame,SPI Cinemas,7074.53,47.21,84.03,700,Debit Card,Successful,Android,Urban
Internet Bill,Fiber 100Mbps Plan,Hathway,7166.43,7.87,30.5,751,Wallet Balance,Successful,Android,Suburban
Gas Bill,Auto LPG,Indraprastha Gas,7546.0,25.31,28.06,251,Credit Card,Successful,Android,Urban
Rent Payment,1BHK Apartment Rent,Housing.com,2775.3,16.07,62.95,965,Bank Transfer,Successful,Android,Suburban
Rent Payment,2BHK Flat Deposit,Housing.com,2258.97,14.33,44.83,789,Debit Card,Successful,iOS,Urban
Hotel Booking,Suite,MakeMyTrip,1831.1,11.59,50.12,553,Wallet Balance,Successful,iOS,Urban
Bus Ticket,Volvo Multi-Axle,Goibibo,6824.01,34.82,35.82,518,UPI,Successful,Android,Urban
Mobile Recharge,Data Pack 50GB,Jio,153.14,49.55,47.45,568,Debit Card,Successful,Android,Urban
Hotel Booking,Villa,MakeMyTrip,8593.08,38.83,8.35,385,Debit Card,Successful,Web,Urban
Gas Bill,Industrial Gas Supply,Mahanagar Gas,1369.03,6.54,40.37,178,Debit Card,Successful,Android,Urban
Taxi Fare,Outstation Trip,Jugnoo,8392.3,25.19,7.62,317,Wallet Balance,Pending,Android,Suburban
Hotel Booking,Suite,Treebo,1637.09,1.02,6.14,834,Bank Transfer,Successful,Android,Suburban
Food Delivery,Pizza Margherita,Zomato,4367.71,11.04,66.23,432,UPI,Successful,iOS,Urban
Streaming Service,Standard Plan,Hotstar,4418.83,37.86,56.6,436,Credit Card,Successful,Android,Suburban
Water Bill,Commercial Property,Mumbai Water,268.75,13.5,35.27,507,Bank Transfer,Successful,iOS,Urban
Movie Ticket,PK,PVR Cinemas,1794.75,36.81,48.52,39,Credit Card,Successful,iOS,Urban
Gas Bill,Auto LPG,Adani Gas,7382.21,7.63,1.53,613,Debit Card,Successful,Android,Urban
Internet Bill,Student Special Plan,Hathway,4155.44,1.61,16.67,925,Credit Card,Successful,iOS,Rural
Food Delivery,Pizza Margherita,Zomato,404.28,17.6,7.51,965,Wallet Balance,Successful,Android,Suburban
Loan Repayment,Education Loan EMI,Bajaj Finserv,7213.29,17.14,42.38,16,UPI,Successful,Android,Urban
